input: -0.123655, output_cpu: 0.469126, output_gpu: 0.469126
input: -3.194639, output_cpu: 0.039368, output_gpu: 0.039368
input: -2.136425, output_cpu: 0.105607, output_gpu: 0.105607
input: -2.245153, output_cpu: 0.095768, output_gpu: 0.095768
input: -3.095569, output_cpu: 0.043290, output_gpu: 0.043290
input: -4.465533, output_cpu: 0.011368, output_gpu: 0.011368
input: -6.731940, output_cpu: 0.001191, output_gpu: 0.001191
input: -8.393844, output_cpu: 0.000226, output_gpu: 0.000226
input: -10.635144, output_cpu: 0.000024, output_gpu: 0.000024
input: -12.284883, output_cpu: 0.000005, output_gpu: 0.000005
input: -15.088703, output_cpu: 0.000000, output_gpu: 0.000000
input: -12.832377, output_cpu: 0.000003, output_gpu: 0.000003
input: -8.767629, output_cpu: 0.000156, output_gpu: 0.000156
input: -5.749145, output_cpu: 0.003175, output_gpu: 0.003175
input: -4.440132, output_cpu: 0.011657, output_gpu: 0.011657
input: -3.407170, output_cpu: 0.032072, output_gpu: 0.032072
input: -2.472176, output_cpu: 0.077832, output_gpu: 0.077832
input: -2.762925, output_cpu: 0.059361, output_gpu: 0.059361
input: -5.096452, output_cpu: 0.006081, output_gpu: 0.006081
input: -6.559053, output_cpu: 0.001415, output_gpu: 0.001415
input: -8.254227, output_cpu: 0.000260, output_gpu: 0.000260
input: -10.830780, output_cpu: 0.000020, output_gpu: 0.000020
input: -13.297760, output_cpu: 0.000002, output_gpu: 0.000002
input: -17.144310, output_cpu: 0.000000, output_gpu: 0.000000
input: -17.059078, output_cpu: 0.000000, output_gpu: 0.000000
input: -12.764345, output_cpu: 0.000003, output_gpu: 0.000003
input: -8.055816, output_cpu: 0.000317, output_gpu: 0.000317
input: -4.972834, output_cpu: 0.006876, output_gpu: 0.006876
input: -4.661253, output_cpu: 0.009366, output_gpu: 0.009366
input: -3.803354, output_cpu: 0.021810, output_gpu: 0.021810
input: -3.217478, output_cpu: 0.038513, output_gpu: 0.038513
input: -5.281840, output_cpu: 0.005057, output_gpu: 0.005057
input: -6.721847, output_cpu: 0.001203, output_gpu: 0.001203
input: -8.993013, output_cpu: 0.000124, output_gpu: 0.000124
input: -11.539482, output_cpu: 0.000010, output_gpu: 0.000010
input: -13.614794, output_cpu: 0.000001, output_gpu: 0.000001
input: -15.509858, output_cpu: 0.000000, output_gpu: 0.000000
input: -16.115829, output_cpu: 0.000000, output_gpu: 0.000000
input: -12.930133, output_cpu: 0.000002, output_gpu: 0.000002
input: -9.061612, output_cpu: 0.000116, output_gpu: 0.000116
input: -6.281070, output_cpu: 0.001868, output_gpu: 0.001868
input: -6.147466, output_cpu: 0.002134, output_gpu: 0.002134
input: -4.965491, output_cpu: 0.006926, output_gpu: 0.006926
input: -3.707157, output_cpu: 0.023959, output_gpu: 0.023959
input: -5.121765, output_cpu: 0.005930, output_gpu: 0.005930
input: -7.228440, output_cpu: 0.000725, output_gpu: 0.000725
input: -10.821118, output_cpu: 0.000020, output_gpu: 0.000020
input: -14.556110, output_cpu: 0.000000, output_gpu: 0.000000
input: -13.787950, output_cpu: 0.000001, output_gpu: 0.000001
input: -11.725424, output_cpu: 0.000008, output_gpu: 0.000008
input: -12.091782, output_cpu: 0.000006, output_gpu: 0.000006
input: -11.592494, output_cpu: 0.000009, output_gpu: 0.000009
input: -9.605625, output_cpu: 0.000067, output_gpu: 0.000067
input: -6.447611, output_cpu: 0.001582, output_gpu: 0.001582
input: -6.191497, output_cpu: 0.002043, output_gpu: 0.002043
input: -4.370823, output_cpu: 0.012483, output_gpu: 0.012483
input: -3.374196, output_cpu: 0.033112, output_gpu: 0.033112
input: -4.237991, output_cpu: 0.014231, output_gpu: 0.014231
input: -6.514143, output_cpu: 0.001480, output_gpu: 0.001480
input: -9.412567, output_cpu: 0.000082, output_gpu: 0.000082
input: -12.636902, output_cpu: 0.000003, output_gpu: 0.000003
input: -12.129032, output_cpu: 0.000005, output_gpu: 0.000005
input: -9.333001, output_cpu: 0.000088, output_gpu: 0.000088
input: -9.504473, output_cpu: 0.000075, output_gpu: 0.000075
input: -10.130067, output_cpu: 0.000040, output_gpu: 0.000040
input: -9.322036, output_cpu: 0.000089, output_gpu: 0.000089
input: -6.631432, output_cpu: 0.001317, output_gpu: 0.001317
input: -6.249833, output_cpu: 0.001927, output_gpu: 0.001927
input: -5.115142, output_cpu: 0.005969, output_gpu: 0.005969
input: -3.975371, output_cpu: 0.018426, output_gpu: 0.018426
input: -3.653316, output_cpu: 0.025251, output_gpu: 0.025251
input: -5.732511, output_cpu: 0.003228, output_gpu: 0.003228
input: -7.566826, output_cpu: 0.000517, output_gpu: 0.000517
input: -9.210476, output_cpu: 0.000100, output_gpu: 0.000100
input: -9.581323, output_cpu: 0.000069, output_gpu: 0.000069
input: -8.170963, output_cpu: 0.000283, output_gpu: 0.000283
input: -8.289325, output_cpu: 0.000251, output_gpu: 0.000251
input: -8.592533, output_cpu: 0.000185, output_gpu: 0.000185
input: -8.232162, output_cpu: 0.000266, output_gpu: 0.000266
input: -6.543095, output_cpu: 0.001438, output_gpu: 0.001438
input: -6.443663, output_cpu: 0.001588, output_gpu: 0.001588
input: -5.827960, output_cpu: 0.002935, output_gpu: 0.002935
input: -4.356320, output_cpu: 0.012663, output_gpu: 0.012663
input: -4.305268, output_cpu: 0.013318, output_gpu: 0.013318
input: -6.545990, output_cpu: 0.001434, output_gpu: 0.001434
input: -7.236475, output_cpu: 0.000719, output_gpu: 0.000719
input: -7.772580, output_cpu: 0.000421, output_gpu: 0.000421
input: -7.970583, output_cpu: 0.000345, output_gpu: 0.000345
input: -7.540873, output_cpu: 0.000531, output_gpu: 0.000531
input: -7.965718, output_cpu: 0.000347, output_gpu: 0.000347
input: -8.732525, output_cpu: 0.000161, output_gpu: 0.000161
input: -9.011241, output_cpu: 0.000122, output_gpu: 0.000122
input: -8.149815, output_cpu: 0.000289, output_gpu: 0.000289
input: -7.807302, output_cpu: 0.000407, output_gpu: 0.000407
input: -6.515704, output_cpu: 0.001478, output_gpu: 0.001478
input: -4.445575, output_cpu: 0.011594, output_gpu: 0.011594
input: -4.473786, output_cpu: 0.011275, output_gpu: 0.011275
input: -6.029399, output_cpu: 0.002401, output_gpu: 0.002401
input: -7.160708, output_cpu: 0.000776, output_gpu: 0.000776
input: -6.723285, output_cpu: 0.001201, output_gpu: 0.001201
input: -6.732222, output_cpu: 0.001190, output_gpu: 0.001190
input: -6.548510, output_cpu: 0.001430, output_gpu: 0.001430
input: -6.965472, output_cpu: 0.000943, output_gpu: 0.000943
input: -7.276009, output_cpu: 0.000691, output_gpu: 0.000691
input: -7.703674, output_cpu: 0.000451, output_gpu: 0.000451
input: -7.255099, output_cpu: 0.000706, output_gpu: 0.000706
input: -6.493768, output_cpu: 0.001511, output_gpu: 0.001511
input: -5.500745, output_cpu: 0.004067, output_gpu: 0.004067
input: -3.855346, output_cpu: 0.020728, output_gpu: 0.020728
input: -4.697670, output_cpu: 0.009034, output_gpu: 0.009034
input: -5.265038, output_cpu: 0.005143, output_gpu: 0.005143
input: -5.741817, output_cpu: 0.003199, output_gpu: 0.003199
input: -5.630159, output_cpu: 0.003575, output_gpu: 0.003575
input: -5.797048, output_cpu: 0.003027, output_gpu: 0.003027
input: -6.234972, output_cpu: 0.001956, output_gpu: 0.001956
input: -6.332199, output_cpu: 0.001775, output_gpu: 0.001775
input: -6.343163, output_cpu: 0.001756, output_gpu: 0.001756
input: -6.629982, output_cpu: 0.001318, output_gpu: 0.001318
input: -6.535248, output_cpu: 0.001449, output_gpu: 0.001449
input: -6.048935, output_cpu: 0.002355, output_gpu: 0.002355
input: -5.296526, output_cpu: 0.004984, output_gpu: 0.004984
input: -4.132814, output_cpu: 0.015785, output_gpu: 0.015785
input: -5.543104, output_cpu: 0.003899, output_gpu: 0.003899
input: -5.983734, output_cpu: 0.002513, output_gpu: 0.002513
input: -6.383993, output_cpu: 0.001686, output_gpu: 0.001686
input: -6.380850, output_cpu: 0.001691, output_gpu: 0.001691
input: -6.491402, output_cpu: 0.001514, output_gpu: 0.001514
input: -7.142565, output_cpu: 0.000790, output_gpu: 0.000790
input: -7.614472, output_cpu: 0.000493, output_gpu: 0.000493
input: -7.987811, output_cpu: 0.000339, output_gpu: 0.000339
input: -8.226848, output_cpu: 0.000267, output_gpu: 0.000267
input: -8.115690, output_cpu: 0.000299, output_gpu: 0.000299
input: -6.949990, output_cpu: 0.000958, output_gpu: 0.000958
input: -5.734668, output_cpu: 0.003222, output_gpu: 0.003222
input: -4.274051, output_cpu: 0.013734, output_gpu: 0.013734
input: -6.858066, output_cpu: 0.001050, output_gpu: 0.001050
input: -7.242151, output_cpu: 0.000715, output_gpu: 0.000715
input: -6.543581, output_cpu: 0.001437, output_gpu: 0.001437
input: -6.423368, output_cpu: 0.001621, output_gpu: 0.001621
input: -6.586145, output_cpu: 0.001377, output_gpu: 0.001377
input: -7.257240, output_cpu: 0.000705, output_gpu: 0.000705
input: -7.582140, output_cpu: 0.000509, output_gpu: 0.000509
input: -7.758414, output_cpu: 0.000427, output_gpu: 0.000427
input: -8.694263, output_cpu: 0.000168, output_gpu: 0.000168
input: -8.748924, output_cpu: 0.000159, output_gpu: 0.000159
input: -7.398259, output_cpu: 0.000612, output_gpu: 0.000612
input: -6.264768, output_cpu: 0.001899, output_gpu: 0.001899
input: -4.373553, output_cpu: 0.012449, output_gpu: 0.012449
input: -7.383336, output_cpu: 0.000621, output_gpu: 0.000621
input: -7.789912, output_cpu: 0.000414, output_gpu: 0.000414
input: -7.814622, output_cpu: 0.000404, output_gpu: 0.000404
input: -7.652237, output_cpu: 0.000475, output_gpu: 0.000475
input: -7.646387, output_cpu: 0.000478, output_gpu: 0.000478
input: -8.121968, output_cpu: 0.000297, output_gpu: 0.000297
input: -7.894020, output_cpu: 0.000373, output_gpu: 0.000373
input: -6.473154, output_cpu: 0.001542, output_gpu: 0.001542
input: -7.155793, output_cpu: 0.000780, output_gpu: 0.000780
input: -8.285224, output_cpu: 0.000252, output_gpu: 0.000252
input: -7.696635, output_cpu: 0.000454, output_gpu: 0.000454
input: -7.063322, output_cpu: 0.000855, output_gpu: 0.000855
input: -5.135478, output_cpu: 0.005850, output_gpu: 0.005850
input: -6.005798, output_cpu: 0.002458, output_gpu: 0.002458
input: -7.055835, output_cpu: 0.000862, output_gpu: 0.000862
input: -7.991205, output_cpu: 0.000338, output_gpu: 0.000338
input: -8.544353, output_cpu: 0.000195, output_gpu: 0.000195
input: -9.791348, output_cpu: 0.000056, output_gpu: 0.000056
input: -10.012304, output_cpu: 0.000045, output_gpu: 0.000045
input: -8.441555, output_cpu: 0.000216, output_gpu: 0.000216
input: -6.456662, output_cpu: 0.001568, output_gpu: 0.001568
input: -6.615372, output_cpu: 0.001338, output_gpu: 0.001338
input: -6.989585, output_cpu: 0.000921, output_gpu: 0.000921
input: -7.066214, output_cpu: 0.000853, output_gpu: 0.000853
input: -6.300536, output_cpu: 0.001832, output_gpu: 0.001832
input: -5.557386, output_cpu: 0.003844, output_gpu: 0.003844
input: -5.038568, output_cpu: 0.006441, output_gpu: 0.006441
input: -7.000047, output_cpu: 0.000911, output_gpu: 0.000911
input: -7.984176, output_cpu: 0.000341, output_gpu: 0.000341
input: -9.500283, output_cpu: 0.000075, output_gpu: 0.000075
input: -12.131582, output_cpu: 0.000005, output_gpu: 0.000005
input: -12.907420, output_cpu: 0.000002, output_gpu: 0.000002
input: -11.467098, output_cpu: 0.000010, output_gpu: 0.000010
input: -9.789882, output_cpu: 0.000056, output_gpu: 0.000056
input: -7.865148, output_cpu: 0.000384, output_gpu: 0.000384
input: -6.503994, output_cpu: 0.001495, output_gpu: 0.001495
input: -6.589041, output_cpu: 0.001373, output_gpu: 0.001373
input: -6.284620, output_cpu: 0.001861, output_gpu: 0.001861
input: -5.436008, output_cpu: 0.004338, output_gpu: 0.004338
input: -4.650428, output_cpu: 0.009467, output_gpu: 0.009467
input: -5.957294, output_cpu: 0.002580, output_gpu: 0.002580
input: -8.547337, output_cpu: 0.000194, output_gpu: 0.000194
input: -11.094147, output_cpu: 0.000015, output_gpu: 0.000015
input: -14.109633, output_cpu: 0.000001, output_gpu: 0.000001
input: -14.528734, output_cpu: 0.000000, output_gpu: 0.000000
input: -14.344798, output_cpu: 0.000001, output_gpu: 0.000001
input: -12.891397, output_cpu: 0.000003, output_gpu: 0.000003
input: -9.153992, output_cpu: 0.000106, output_gpu: 0.000106
input: -6.624618, output_cpu: 0.001326, output_gpu: 0.001326
input: -6.827812, output_cpu: 0.001082, output_gpu: 0.001082
input: -6.204160, output_cpu: 0.002017, output_gpu: 0.002017
input: -5.172292, output_cpu: 0.005640, output_gpu: 0.005640
input: -5.080113, output_cpu: 0.006181, output_gpu: 0.006181
input: -6.251657, output_cpu: 0.001924, output_gpu: 0.001924
input: -9.931706, output_cpu: 0.000049, output_gpu: 0.000049
input: -13.025256, output_cpu: 0.000002, output_gpu: 0.000002
input: -15.571740, output_cpu: 0.000000, output_gpu: 0.000000
input: -14.699082, output_cpu: 0.000000, output_gpu: 0.000000
input: -14.139000, output_cpu: 0.000001, output_gpu: 0.000001
input: -12.326545, output_cpu: 0.000004, output_gpu: 0.000004
input: -8.980486, output_cpu: 0.000126, output_gpu: 0.000126
input: -6.745890, output_cpu: 0.001174, output_gpu: 0.001174
input: -6.538044, output_cpu: 0.001445, output_gpu: 0.001445
input: -6.278878, output_cpu: 0.001872, output_gpu: 0.001872
input: -5.034301, output_cpu: 0.006469, output_gpu: 0.006469
input: -5.318645, output_cpu: 0.004876, output_gpu: 0.004876
input: -6.576878, output_cpu: 0.001390, output_gpu: 0.001390
input: -11.025981, output_cpu: 0.000016, output_gpu: 0.000016
input: -15.264986, output_cpu: 0.000000, output_gpu: 0.000000
input: -14.704574, output_cpu: 0.000000, output_gpu: 0.000000
input: -11.976419, output_cpu: 0.000006, output_gpu: 0.000006
input: -10.596267, output_cpu: 0.000025, output_gpu: 0.000025
input: -10.194510, output_cpu: 0.000037, output_gpu: 0.000037
input: -8.547177, output_cpu: 0.000194, output_gpu: 0.000194
input: -6.236975, output_cpu: 0.001952, output_gpu: 0.001952
input: -5.941095, output_cpu: 0.002622, output_gpu: 0.002622
input: -5.880744, output_cpu: 0.002785, output_gpu: 0.002785
input: -4.724572, output_cpu: 0.008796, output_gpu: 0.008796
input: -5.170760, output_cpu: 0.005648, output_gpu: 0.005648
input: -6.649352, output_cpu: 0.001293, output_gpu: 0.001293
input: -9.583390, output_cpu: 0.000069, output_gpu: 0.000069
input: -11.902156, output_cpu: 0.000007, output_gpu: 0.000007
input: -11.860417, output_cpu: 0.000007, output_gpu: 0.000007
input: -8.969238, output_cpu: 0.000127, output_gpu: 0.000127
input: -8.639837, output_cpu: 0.000177, output_gpu: 0.000177
input: -8.867876, output_cpu: 0.000141, output_gpu: 0.000141
input: -8.227012, output_cpu: 0.000267, output_gpu: 0.000267
input: -6.268179, output_cpu: 0.001892, output_gpu: 0.001892
input: -5.690242, output_cpu: 0.003367, output_gpu: 0.003367
input: -6.218011, output_cpu: 0.001989, output_gpu: 0.001989
input: -4.528063, output_cpu: 0.010686, output_gpu: 0.010686
input: -4.714622, output_cpu: 0.008884, output_gpu: 0.008884
input: -6.080958, output_cpu: 0.002281, output_gpu: 0.002281
input: -8.001103, output_cpu: 0.000335, output_gpu: 0.000335
input: -8.313051, output_cpu: 0.000245, output_gpu: 0.000245
input: -8.952213, output_cpu: 0.000129, output_gpu: 0.000129
input: -8.222822, output_cpu: 0.000268, output_gpu: 0.000268
input: -8.428968, output_cpu: 0.000218, output_gpu: 0.000218
input: -8.538491, output_cpu: 0.000196, output_gpu: 0.000196
input: -7.956657, output_cpu: 0.000350, output_gpu: 0.000350
input: -6.233662, output_cpu: 0.001958, output_gpu: 0.001958
input: -5.871470, output_cpu: 0.002811, output_gpu: 0.002811
input: -6.573988, output_cpu: 0.001394, output_gpu: 0.001394
input: -4.715993, output_cpu: 0.008872, output_gpu: 0.008872
input: -4.845146, output_cpu: 0.007805, output_gpu: 0.007805
input: -6.537719, output_cpu: 0.001446, output_gpu: 0.001446
input: -7.780119, output_cpu: 0.000418, output_gpu: 0.000418
input: -7.673731, output_cpu: 0.000465, output_gpu: 0.000465
input: -7.558655, output_cpu: 0.000521, output_gpu: 0.000521
input: -7.600551, output_cpu: 0.000500, output_gpu: 0.000500
input: -7.923411, output_cpu: 0.000362, output_gpu: 0.000362
input: -7.950478, output_cpu: 0.000352, output_gpu: 0.000352
input: -7.714226, output_cpu: 0.000446, output_gpu: 0.000446
input: -6.774423, output_cpu: 0.001141, output_gpu: 0.001141
input: -6.324395, output_cpu: 0.001789, output_gpu: 0.001789
input: -6.209082, output_cpu: 0.002007, output_gpu: 0.002007
input: -4.477381, output_cpu: 0.011235, output_gpu: 0.011235
input: -4.294492, output_cpu: 0.013460, output_gpu: 0.013460
input: -6.050280, output_cpu: 0.002352, output_gpu: 0.002352
input: -7.176075, output_cpu: 0.000764, output_gpu: 0.000764
input: -6.650068, output_cpu: 0.001292, output_gpu: 0.001292
input: -6.542559, output_cpu: 0.001439, output_gpu: 0.001439
input: -6.517931, output_cpu: 0.001475, output_gpu: 0.001475
input: -6.433205, output_cpu: 0.001605, output_gpu: 0.001605
input: -6.517969, output_cpu: 0.001474, output_gpu: 0.001474
input: -6.756018, output_cpu: 0.001163, output_gpu: 0.001163
input: -6.257548, output_cpu: 0.001912, output_gpu: 0.001912
input: -5.467077, output_cpu: 0.004206, output_gpu: 0.004206
input: -5.066520, output_cpu: 0.006265, output_gpu: 0.006265
input: -3.708940, output_cpu: 0.023917, output_gpu: 0.023917
input: -3.033723, output_cpu: 0.045925, output_gpu: 0.045925
input: -4.220642, output_cpu: 0.014477, output_gpu: 0.014477
input: -5.212990, output_cpu: 0.005416, output_gpu: 0.005416
input: -5.532735, output_cpu: 0.003940, output_gpu: 0.003940
input: -6.024423, output_cpu: 0.002413, output_gpu: 0.002413
input: -6.327991, output_cpu: 0.001782, output_gpu: 0.001782
input: -6.154830, output_cpu: 0.002119, output_gpu: 0.002119
input: -6.113085, output_cpu: 0.002209, output_gpu: 0.002209
input: -5.958519, output_cpu: 0.002577, output_gpu: 0.002577
input: -5.306009, output_cpu: 0.004937, output_gpu: 0.004937
input: -4.800596, output_cpu: 0.008158, output_gpu: 0.008158
input: -4.215310, output_cpu: 0.014553, output_gpu: 0.014553
input: -3.092040, output_cpu: 0.043437, output_gpu: 0.043437
input: -3.592391, output_cpu: 0.026795, output_gpu: 0.026795
input: -4.732183, output_cpu: 0.008730, output_gpu: 0.008730
input: -5.745169, output_cpu: 0.003188, output_gpu: 0.003188
input: -6.476492, output_cpu: 0.001537, output_gpu: 0.001537
input: -7.050571, output_cpu: 0.000866, output_gpu: 0.000866
input: -7.383980, output_cpu: 0.000621, output_gpu: 0.000621
input: -7.104933, output_cpu: 0.000820, output_gpu: 0.000820
input: -6.949118, output_cpu: 0.000959, output_gpu: 0.000959
input: -6.825856, output_cpu: 0.001084, output_gpu: 0.001084
input: -5.978621, output_cpu: 0.002526, output_gpu: 0.002526
input: -5.167017, output_cpu: 0.005669, output_gpu: 0.005669
input: -4.260659, output_cpu: 0.013917, output_gpu: 0.013917
input: -2.684699, output_cpu: 0.063882, output_gpu: 0.063882
input: -4.074383, output_cpu: 0.016718, output_gpu: 0.016718
input: -5.098427, output_cpu: 0.006069, output_gpu: 0.006069
input: -5.702720, output_cpu: 0.003326, output_gpu: 0.003326
input: -6.445159, output_cpu: 0.001586, output_gpu: 0.001586
input: -6.708963, output_cpu: 0.001218, output_gpu: 0.001218
input: -7.372859, output_cpu: 0.000628, output_gpu: 0.000628
input: -7.464715, output_cpu: 0.000573, output_gpu: 0.000573
input: -6.748865, output_cpu: 0.001171, output_gpu: 0.001171
input: -6.601941, output_cpu: 0.001356, output_gpu: 0.001356
input: -6.216952, output_cpu: 0.001991, output_gpu: 0.001991
input: -5.666419, output_cpu: 0.003448, output_gpu: 0.003448
input: -4.242206, output_cpu: 0.014172, output_gpu: 0.014172
input: -2.326564, output_cpu: 0.088947, output_gpu: 0.088947
input: -4.766002, output_cpu: 0.008442, output_gpu: 0.008442
input: -5.628595, output_cpu: 0.003581, output_gpu: 0.003581
input: -6.979205, output_cpu: 0.000930, output_gpu: 0.000930
input: -7.548152, output_cpu: 0.000527, output_gpu: 0.000527
input: -7.657325, output_cpu: 0.000472, output_gpu: 0.000472
input: -7.743291, output_cpu: 0.000433, output_gpu: 0.000433
input: -7.954630, output_cpu: 0.000351, output_gpu: 0.000351
input: -6.565629, output_cpu: 0.001406, output_gpu: 0.001406
input: -6.114096, output_cpu: 0.002207, output_gpu: 0.002207
input: -6.475405, output_cpu: 0.001539, output_gpu: 0.001539
input: -5.791722, output_cpu: 0.003043, output_gpu: 0.003043
input: -4.426772, output_cpu: 0.011812, output_gpu: 0.011812
input: -2.519246, output_cpu: 0.074520, output_gpu: 0.074520
input: -3.799071, output_cpu: 0.021901, output_gpu: 0.021901
input: -5.679618, output_cpu: 0.003403, output_gpu: 0.003403
input: -7.599670, output_cpu: 0.000500, output_gpu: 0.000500
input: -8.546847, output_cpu: 0.000194, output_gpu: 0.000194
input: -9.196710, output_cpu: 0.000101, output_gpu: 0.000101
input: -9.117815, output_cpu: 0.000110, output_gpu: 0.000110
input: -8.143610, output_cpu: 0.000291, output_gpu: 0.000291
input: -6.505815, output_cpu: 0.001492, output_gpu: 0.001492
input: -5.854167, output_cpu: 0.002860, output_gpu: 0.002860
input: -4.965048, output_cpu: 0.006929, output_gpu: 0.006929
input: -4.467602, output_cpu: 0.011345, output_gpu: 0.011345
input: -3.148847, output_cpu: 0.041137, output_gpu: 0.041137
input: -2.843047, output_cpu: 0.055042, output_gpu: 0.055042
input: -3.221578, output_cpu: 0.038362, output_gpu: 0.038362
input: -6.047311, output_cpu: 0.002359, output_gpu: 0.002359
input: -7.517375, output_cpu: 0.000543, output_gpu: 0.000543
input: -9.214110, output_cpu: 0.000100, output_gpu: 0.000100
input: -11.306968, output_cpu: 0.000012, output_gpu: 0.000012
input: -12.654552, output_cpu: 0.000003, output_gpu: 0.000003
input: -10.770777, output_cpu: 0.000021, output_gpu: 0.000021
input: -8.823903, output_cpu: 0.000147, output_gpu: 0.000147
input: -7.520832, output_cpu: 0.000541, output_gpu: 0.000541
input: -5.956466, output_cpu: 0.002582, output_gpu: 0.002582
input: -5.554093, output_cpu: 0.003857, output_gpu: 0.003857
input: -3.908413, output_cpu: 0.019677, output_gpu: 0.019677
input: -2.804956, output_cpu: 0.057057, output_gpu: 0.057057
input: -3.396496, output_cpu: 0.032405, output_gpu: 0.032405
input: -5.230606, output_cpu: 0.005322, output_gpu: 0.005322
input: -7.869588, output_cpu: 0.000382, output_gpu: 0.000382
input: -10.814416, output_cpu: 0.000020, output_gpu: 0.000020
input: -12.928539, output_cpu: 0.000002, output_gpu: 0.000002
input: -14.269596, output_cpu: 0.000001, output_gpu: 0.000001
input: -13.677415, output_cpu: 0.000001, output_gpu: 0.000001
input: -11.860307, output_cpu: 0.000007, output_gpu: 0.000007
input: -9.417338, output_cpu: 0.000081, output_gpu: 0.000081
input: -7.038048, output_cpu: 0.000877, output_gpu: 0.000877
input: -6.898605, output_cpu: 0.001008, output_gpu: 0.001008
input: -5.033584, output_cpu: 0.006473, output_gpu: 0.006473
input: -3.333475, output_cpu: 0.034440, output_gpu: 0.034440
input: -3.384629, output_cpu: 0.032779, output_gpu: 0.032779
input: -4.892020, output_cpu: 0.007450, output_gpu: 0.007450
input: -8.539095, output_cpu: 0.000196, output_gpu: 0.000196
input: -11.235096, output_cpu: 0.000013, output_gpu: 0.000013
input: -13.083603, output_cpu: 0.000002, output_gpu: 0.000002
input: -12.696287, output_cpu: 0.000003, output_gpu: 0.000003
input: -12.992783, output_cpu: 0.000002, output_gpu: 0.000002
input: -11.496307, output_cpu: 0.000010, output_gpu: 0.000010
input: -9.168423, output_cpu: 0.000104, output_gpu: 0.000104
input: -7.476094, output_cpu: 0.000566, output_gpu: 0.000566
input: -7.016898, output_cpu: 0.000896, output_gpu: 0.000896
input: -5.850475, output_cpu: 0.002870, output_gpu: 0.002870
input: -3.866042, output_cpu: 0.020512, output_gpu: 0.020512
input: -3.694823, output_cpu: 0.024249, output_gpu: 0.024249
input: -5.473124, output_cpu: 0.004181, output_gpu: 0.004181
input: -9.698697, output_cpu: 0.000061, output_gpu: 0.000061
input: -13.170974, output_cpu: 0.000002, output_gpu: 0.000002
input: -12.447740, output_cpu: 0.000004, output_gpu: 0.000004
input: -9.877774, output_cpu: 0.000051, output_gpu: 0.000051
input: -9.801958, output_cpu: 0.000055, output_gpu: 0.000055
input: -10.172851, output_cpu: 0.000038, output_gpu: 0.000038
input: -8.437814, output_cpu: 0.000216, output_gpu: 0.000216
input: -6.488395, output_cpu: 0.001519, output_gpu: 0.001519
input: -6.276730, output_cpu: 0.001876, output_gpu: 0.001876
input: -5.162766, output_cpu: 0.005693, output_gpu: 0.005693
input: -3.448459, output_cpu: 0.030815, output_gpu: 0.030815
input: -3.763547, output_cpu: 0.022675, output_gpu: 0.022675
input: -5.912199, output_cpu: 0.002699, output_gpu: 0.002699
input: -9.418001, output_cpu: 0.000081, output_gpu: 0.000081
input: -12.217219, output_cpu: 0.000005, output_gpu: 0.000005
input: -11.761255, output_cpu: 0.000008, output_gpu: 0.000008
input: -8.398723, output_cpu: 0.000225, output_gpu: 0.000225
input: -8.545681, output_cpu: 0.000194, output_gpu: 0.000194
input: -8.971849, output_cpu: 0.000127, output_gpu: 0.000127
input: -8.131276, output_cpu: 0.000294, output_gpu: 0.000294
input: -6.141570, output_cpu: 0.002147, output_gpu: 0.002147
input: -5.775592, output_cpu: 0.003093, output_gpu: 0.003093
input: -5.370918, output_cpu: 0.004628, output_gpu: 0.004628
input: -3.472792, output_cpu: 0.030096, output_gpu: 0.030096
input: -3.235301, output_cpu: 0.037859, output_gpu: 0.037859
input: -5.649294, output_cpu: 0.003508, output_gpu: 0.003508
input: -7.997539, output_cpu: 0.000336, output_gpu: 0.000336
input: -9.301292, output_cpu: 0.000091, output_gpu: 0.000091
input: -9.611334, output_cpu: 0.000067, output_gpu: 0.000067
input: -8.542396, output_cpu: 0.000195, output_gpu: 0.000195
input: -8.506584, output_cpu: 0.000202, output_gpu: 0.000202
input: -8.737334, output_cpu: 0.000160, output_gpu: 0.000160
input: -8.361787, output_cpu: 0.000234, output_gpu: 0.000234
input: -6.409265, output_cpu: 0.001644, output_gpu: 0.001644
input: -6.174895, output_cpu: 0.002077, output_gpu: 0.002077
input: -5.718511, output_cpu: 0.003274, output_gpu: 0.003274
input: -3.945888, output_cpu: 0.018967, output_gpu: 0.018967
input: -3.573786, output_cpu: 0.027284, output_gpu: 0.027284
input: -6.240887, output_cpu: 0.001944, output_gpu: 0.001944
input: -7.733085, output_cpu: 0.000438, output_gpu: 0.000438
input: -8.376065, output_cpu: 0.000230, output_gpu: 0.000230
input: -8.183248, output_cpu: 0.000279, output_gpu: 0.000279
input: -7.765862, output_cpu: 0.000424, output_gpu: 0.000424
input: -7.962749, output_cpu: 0.000348, output_gpu: 0.000348
input: -8.433928, output_cpu: 0.000217, output_gpu: 0.000217
input: -8.495514, output_cpu: 0.000204, output_gpu: 0.000204
input: -7.229613, output_cpu: 0.000724, output_gpu: 0.000724
input: -6.967733, output_cpu: 0.000941, output_gpu: 0.000941
input: -5.633356, output_cpu: 0.003564, output_gpu: 0.003564
input: -3.461581, output_cpu: 0.030425, output_gpu: 0.030425
input: -3.395405, output_cpu: 0.032439, output_gpu: 0.032439
input: -5.395834, output_cpu: 0.004515, output_gpu: 0.004515
input: -6.177143, output_cpu: 0.002072, output_gpu: 0.002072
